timestamp,customer_id,session_id,page,action,device,source
2023-07-28 11:31:00,CUS00263,SES000137,accueil,view,mobile,google
2022-06-21 20:43:00,CUS00401,SES000138,accueil,view,desktop,direct
2022-06-21 20:44:00,CUS00401,SES000138,categorie,view,desktop,direct
2022-06-21 20:49:00,CUS00401,SES000138,fiche_produit,view,desktop,direct
2022-06-21 20:58:00,CUS00401,SES000138,panier,add_to_cart,desktop,direct
2022-06-21 20:51:00,CUS00401,SES000138,checkout,view,desktop,direct
2022-06-21 21:08:00,CUS00401,SES000138,confirmation,purchase,desktop,direct
2024-05-02 08:05:00,,SES000139,accueil,view,mobile,instagram
2024-05-02 08:08:00,,SES000139,categorie,view,mobile,instagram
2024-05-02 08:13:00,,SES000139,fiche_produit,view,mobile,instagram
2024-02-02 20:17:00,CUS00939,SES000140,accueil,view,mobile,direct
2022-09-12 20:00:00,CUS01815,SES000141,accueil,view,desktop,google
2024-01-29 17:18:00,CUS01175,SES000142,accueil,view,mobile,direct
2024-01-29 17:19:00,CUS01175,SES000142,categorie,view,mobile,direct
2024-01-29 17:28:00,CUS01175,SES000142,fiche_produit,view,mobile,direct
2024-01-29 17:30:00,CUS01175,SES000142,panier,add_to_cart,mobile,direct
2024-01-29 17:26:00,CUS01175,SES000142,checkout,view,mobile,direct
2024-01-29 17:28:00,CUS01175,SES000142,confirmation,purchase,mobile,direct
2022-08-26 10:20:00,CUS02165,SES000143,accueil,view,desktop,google
2024-02-29 16:18:00,CUS02030,SES000144,accueil,view,desktop,google
2023-08-16 12:04:00,CUS00247,SES000145,accueil,view,desktop,instagram
2023-08-16 12:09:00,CUS00247,SES000145,categorie,view,desktop,instagram
2023-08-16 12:14:00,CUS00247,SES000145,fiche_produit,view,desktop,instagram
2022-01-05 15:07:00,CUS00046,SES000146,accueil,view,mobile,tiktok
2022-01-05 15:12:00,CUS00046,SES000146,categorie,view,mobile,tiktok
2023-01-05 14:21:00,CUS01820,SES000147,accueil,view,mobile,google
2023-01-05 14:22:00,CUS01820,SES000147,categorie,view,mobile,google
2023-01-05 14:25:00,CUS01820,SES000147,fiche_produit,view,mobile,google
2024-03-22 08:56:00,,SES000148,accueil,view,desktop,direct
2024-03-22 09:00:00,,SES000148,categorie,view,desktop,direct
2024-03-22 09:04:00,,SES000148,fiche_produit,view,desktop,direct
2023-01-17 08:06:00,CUS00175,SES000149,accueil,view,mobile,facebook
2024-06-04 20:23:00,CUS01352,SES000150,accueil,view,desktop,instagram
2023-05-10 13:23:00,CUS00268,SES000151,accueil,view,desktop,direct
2023-06-20 13:35:00,CUS00151,SES000152,accueil,view,desktop,tiktok
2023-06-20 13:38:00,CUS00151,SES000152,categorie,view,desktop,tiktok
2023-06-20 13:39:00,CUS00151,SES000152,fiche_produit,view,desktop,tiktok
2023-10-20 20:22:00,CUS02082,SES000153,accueil,view,desktop,direct
2023-10-20 20:26:00,CUS02082,SES000153,categorie,view,desktop,direct
2023-10-20 20:32:00,CUS02082,SES000153,fiche_produit,view,desktop,direct
2023-10-20 20:37:00,CUS02082,SES000153,panier,add_to_cart,desktop,direct
2022-03-22 17:11:00,CUS00960,SES000154,accueil,view,tablet,email
2024-05-04 10:49:00,CUS00375,SES000155,accueil,view,desktop,email
2022-08-21 22:24:00,CUS02171,SES000156,accueil,view,desktop,facebook
2022-08-21 22:29:00,CUS02171,SES000156,categorie,view,desktop,facebook
2022-08-21 22:26:00,CUS02171,SES000156,fiche_produit,view,desktop,facebook
2023-03-18 19:31:00,CUS00599,SES000157,accueil,view,mobile,tiktok
2023-03-18 19:34:00,CUS00599,SES000157,categorie,view,mobile,tiktok
2023-03-18 19:41:00,CUS00599,SES000157,fiche_produit,view,mobile,tiktok
2023-12-24 12:12:00,CUS00567,SES000158,accueil,view,mobile,email
2023-12-24 12:15:00,CUS00567,SES000158,categorie,view,mobile,email
2023-12-24 12:20:00,CUS00567,SES000158,fiche_produit,view,mobile,email
2023-12-24 12:15:00,CUS00567,SES000158,panier,add_to_cart,mobile,email
2022-07-02 11:16:00,CUS01039,SES000159,accueil,view,mobile,instagram
2022-07-02 11:17:00,CUS01039,SES000159,categorie,view,mobile,instagram
2022-06-12 11:23:00,CUS01727,SES000160,accueil,view,mobile,google
2022-06-12 11:28:00,CUS01727,SES000160,categorie,view,mobile,google
2024-03-16 16:17:00,CUS00299,SES000161,accueil,view,mobile,tiktok
2023-11-15 23:48:00,,SES000162,accueil,view,mobile,tiktok
2023-11-15 23:49:00,,SES000162,categorie,view,mobile,tiktok
2023-07-10 10:55:00,CUS02970,SES000163,accueil,view,mobile,facebook
2023-02-04 19:10:00,CUS00770,SES000164,accueil,view,desktop,tiktok
2023-11-16 16:24:00,CUS00881,SES000165,accueil,view,desktop,tiktok
2023-11-16 16:26:00,CUS00881,SES000165,categorie,view,desktop,tiktok
2023-11-16 16:28:00,CUS00881,SES000165,fiche_produit,view,desktop,tiktok
2022-08-17 08:57:00,CUS02500,SES000166,accueil,view,mobile,email
2024-06-07 18:49:00,,SES000167,accueil,view,mobile,email
2024-06-07 18:51:00,,SES000167,categorie,view,mobile,email
2023-08-09 17:57:00,,SES000168,accueil,view,desktop,instagram
2022-01-06 14:25:00,CUS02802,SES000169,accueil,view,mobile,tiktok
2022-01-06 14:28:00,CUS02802,SES000169,categorie,view,mobile,tiktok
2023-09-18 15:09:00,CUS01732,SES000170,accueil,view,desktop,tiktok
2023-09-18 15:12:00,CUS01732,SES000170,categorie,view,desktop,tiktok
2023-06-24 17:28:00,CUS02312,SES000171,accueil,view,desktop,instagram
2023-06-24 17:29:00,CUS02312,SES000171,categorie,view,desktop,instagram
2022-05-19 07:59:00,CUS00363,SES000172,accueil,view,mobile,email
2022-05-19 08:04:00,CUS00363,SES000172,categorie,view,mobile,email
2022-05-19 08:03:00,CUS00363,SES000172,fiche_produit,view,mobile,email
2022-05-19 08:05:00,CUS00363,SES000172,panier,add_to_cart,mobile,email
2022-04-25 23:12:00,CUS02063,SES000173,accueil,view,mobile,facebook
