ticket_id,created_at,category_id,agent_id,pays,canal,priorite,statut,score_risque,niveau_alerte,predit_risque,ticket_at_risk
TKT014224,2024-04-25 04:43:00,CAT007,AGT005,Maroc,Téléphone,5,Escaladé,0.7584239465655316,ROUGE - Intervention immediate,1,1
TKT013532,2024-03-13 06:35:00,CAT007,AGT006,France,Email,5,Escaladé,0.7579651372575376,ROUGE - Intervention immediate,1,1
TKT014965,2024-06-12 14:00:00,CAT007,AGT004,Ghana,Email,5,Escaladé,0.7576561337906274,ROUGE - Intervention immediate,1,1
TKT014287,2024-04-30 10:29:00,CAT007,AGT002,France,Chat,5,Escaladé,0.755852927241273,ROUGE - Intervention immediate,1,1
TKT012984,2024-02-06 15:02:00,CAT001,AGT004,CI,Chat,4,Escaladé,0.7547426001352685,ROUGE - Intervention immediate,1,1
TKT013355,2024-02-29 01:28:00,CAT007,AGT006,Ghana,Email,5,En cours,0.7545770085764393,ROUGE - Intervention immediate,1,1
TKT014449,2024-05-10 22:19:00,CAT007,AGT003,CI,Email,5,Résolu,0.754506359912828,ROUGE - Intervention immediate,1,1
TKT015129,2024-06-21 12:14:00,CAT007,AGT002,CI,Email,5,Résolu,0.7544068283137217,ROUGE - Intervention immediate,1,1
TKT013606,2024-03-18 11:21:00,CAT007,AGT004,Senegal,App mobile,5,Résolu,0.754058616523873,ROUGE - Intervention immediate,1,0
TKT014250,2024-04-28 12:19:00,CAT001,AGT002,Ghana,App mobile,4,Escaladé,0.753641879736834,ROUGE - Intervention immediate,1,1
TKT013862,2024-04-03 16:57:00,CAT007,AGT004,Senegal,Chat,5,Escaladé,0.7531222840158465,ROUGE - Intervention immediate,1,1
TKT013986,2024-04-10 11:53:00,CAT007,AGT011,France,App mobile,5,Résolu,0.7526177184342683,ROUGE - Intervention immediate,1,1
TKT013562,2024-03-14 08:46:00,CAT007,AGT011,France,Téléphone,5,Escaladé,0.7524252185441156,ROUGE - Intervention immediate,1,1
TKT014408,2024-05-08 18:59:00,CAT001,AGT004,France,Chat,4,Résolu,0.752163842656726,ROUGE - Intervention immediate,1,1
TKT014174,2024-04-23 11:18:00,CAT007,AGT004,Senegal,Téléphone,5,Résolu,0.7520480402972508,ROUGE - Intervention immediate,1,1
TKT015179,2024-06-24 10:19:00,CAT007,AGT011,Senegal,App mobile,5,Résolu,0.7516801311957036,ROUGE - Intervention immediate,1,0
TKT014969,2024-06-12 14:34:00,CAT001,AGT004,France,Email,4,Escaladé,0.7516026603467229,ROUGE - Intervention immediate,1,1
TKT013953,2024-04-09 15:53:00,CAT007,AGT002,Maroc,Web form,5,Escaladé,0.7506791085479366,ROUGE - Intervention immediate,1,1
TKT014958,2024-06-11 09:05:00,CAT001,AGT004,CI,Chat,4,En cours,0.7505294331535707,ROUGE - Intervention immediate,1,1
TKT014279,2024-04-30 11:06:00,CAT001,AGT004,Senegal,Chat,4,En cours,0.7504145787671611,ROUGE - Intervention immediate,1,1
TKT013637,2024-03-19 11:10:00,CAT007,AGT002,France,Téléphone,5,En cours,0.7501158557957774,ROUGE - Intervention immediate,1,1
TKT014054,2024-04-15 08:18:00,CAT007,AGT011,Senegal,Email,5,Escaladé,0.7496132479874126,ROUGE - Intervention immediate,1,1
TKT013553,2024-03-13 13:52:00,CAT001,AGT004,Senegal,Web form,4,Résolu,0.7495552143631596,ROUGE - Intervention immediate,1,1
TKT013434,2024-03-06 08:18:00,CAT007,AGT004,France,Chat,5,Résolu,0.7491164598523427,ROUGE - Intervention immediate,1,0
TKT012758,2024-01-25 22:21:00,CAT007,AGT003,CI,Web form,5,Résolu,0.748526594819726,ROUGE - Intervention immediate,1,1
TKT013838,2024-04-02 15:23:00,CAT007,AGT002,Senegal,Chat,5,Résolu,0.7484580145558983,ROUGE - Intervention immediate,1,0
TKT013797,2024-03-30 15:12:00,CAT001,AGT004,Maroc,Chat,4,Escaladé,0.7482871083483398,ROUGE - Intervention immediate,1,1
TKT012355,2024-01-05 22:09:00,CAT001,AGT004,CI,Chat,4,En cours,0.7480158752262522,ROUGE - Intervention immediate,1,0
TKT012517,2024-01-12 21:22:00,CAT001,AGT004,Maroc,Chat,4,Escaladé,0.7478001515765746,ROUGE - Intervention immediate,1,1
TKT014294,2024-05-01 14:17:00,CAT007,AGT011,CI,Téléphone,5,Résolu,0.7468211326321009,ROUGE - Intervention immediate,1,0
TKT014464,2024-05-11 09:38:00,CAT001,AGT004,Mali,App mobile,4,Backlog,0.7467389004710241,ROUGE - Intervention immediate,1,1
TKT014829,2024-06-03 15:52:00,CAT007,AGT004,Senegal,Chat,5,Escaladé,0.7465857015801379,ROUGE - Intervention immediate,1,1
TKT013867,2024-04-03 15:52:00,CAT001,AGT004,France,Chat,4,Résolu,0.7462797186667922,ROUGE - Intervention immediate,1,0
TKT013785,2024-03-29 10:41:00,CAT007,AGT002,CI,Email,5,Résolu,0.746023356145631,ROUGE - Intervention immediate,1,1
TKT014752,2024-05-29 20:35:00,CAT007,AGT002,CI,Téléphone,5,Résolu,0.7458535432883101,ROUGE - Intervention immediate,1,0
TKT014839,2024-06-03 08:02:00,CAT007,AGT011,Senegal,Téléphone,5,Escaladé,0.7456439935623396,ROUGE - Intervention immediate,1,1
TKT013731,2024-03-26 08:35:00,CAT007,AGT004,Mali,Chat,5,Backlog,0.7451250104492265,ROUGE - Intervention immediate,1,1
TKT014642,2024-05-23 06:51:00,CAT007,AGT005,Cameroun,Web form,5,Résolu,0.7450195542883598,ROUGE - Intervention immediate,1,0
TKT013478,2024-03-08 16:27:00,CAT007,AGT002,France,Email,5,Résolu,0.7448969113626923,ROUGE - Intervention immediate,1,0
TKT014627,2024-05-22 12:19:00,CAT001,AGT004,Cameroun,Web form,4,Résolu,0.7446740307944139,ROUGE - Intervention immediate,1,1
TKT013987,2024-04-10 01:19:00,CAT007,AGT005,CI,Email,5,Résolu,0.7440055795277345,ROUGE - Intervention immediate,1,0
TKT014981,2024-06-12 08:57:00,CAT001,AGT004,France,Chat,4,Résolu,0.7433840891565751,ROUGE - Intervention immediate,1,1
TKT014886,2024-06-06 17:37:00,CAT007,AGT004,CI,Email,5,Escaladé,0.7425268517764999,ROUGE - Intervention immediate,1,1
TKT013949,2024-04-09 08:24:00,CAT007,AGT006,Maroc,Email,5,Résolu,0.7424579021747062,ROUGE - Intervention immediate,1,0
TKT012500,2024-01-12 10:11:00,CAT007,AGT004,France,Email,5,Résolu,0.7422147836477706,ROUGE - Intervention immediate,1,1
TKT013643,2024-03-20 07:13:00,CAT007,AGT005,CI,Email,5,Escaladé,0.7421877756360521,ROUGE - Intervention immediate,1,1
TKT012406,2024-01-08 10:59:00,CAT007,AGT004,Senegal,App mobile,5,Résolu,0.7416779460267836,ROUGE - Intervention immediate,1,1
TKT015184,2024-06-25 16:21:00,CAT001,AGT011,Maroc,Email,4,Escaladé,0.7413459407137664,ROUGE - Intervention immediate,1,1
TKT014260,2024-04-29 09:41:00,CAT007,AGT004,Belgique,Email,5,Escaladé,0.7411611140385365,ROUGE - Intervention immediate,1,1
TKT013907,2024-04-06 10:26:00,CAT007,AGT004,France,Téléphone,5,Résolu,0.7406854506622014,ROUGE - Intervention immediate,1,0
TKT014903,2024-06-07 21:49:00,CAT001,AGT011,Senegal,Téléphone,4,Fermé,0.7398186752287225,ROUGE - Intervention immediate,1,1
TKT014076,2024-04-17 09:50:00,CAT007,AGT002,Maroc,Email,5,En cours,0.7391667893789095,ROUGE - Intervention immediate,1,1
TKT012511,2024-01-12 20:38:00,CAT007,AGT011,Mali,Email,5,Escaladé,0.7389814200062509,ROUGE - Intervention immediate,1,1
TKT015082,2024-06-19 08:42:00,CAT007,AGT005,Senegal,Téléphone,5,En cours,0.7386770705467098,ROUGE - Intervention immediate,1,1
TKT013849,2024-04-02 20:53:00,CAT007,AGT009,CI,Téléphone,5,En cours,0.7380796154431077,ROUGE - Intervention immediate,1,1
TKT013432,2024-03-06 21:50:00,CAT007,AGT010,Senegal,Web form,5,Backlog,0.7379276623126217,ROUGE - Intervention immediate,1,1
TKT013144,2024-02-16 15:57:00,CAT007,AGT004,Belgique,App mobile,5,Résolu,0.7377839507305007,ROUGE - Intervention immediate,1,1
TKT014654,2024-05-23 07:48:00,CAT007,AGT010,CI,Email,5,Backlog,0.7375709181508534,ROUGE - Intervention immediate,1,1
TKT013999,2024-04-11 22:31:00,CAT007,AGT010,Ghana,Email,5,Escaladé,0.7372977436290798,ROUGE - Intervention immediate,1,1
TKT014010,2024-04-12 16:25:00,CAT007,AGT011,France,Email,5,Escaladé,0.7372174157208999,ROUGE - Intervention immediate,1,1
TKT013723,2024-03-25 21:56:00,CAT007,AGT010,Mali,App mobile,5,Résolu,0.7371475918386298,ROUGE - Intervention immediate,1,0
TKT014272,2024-04-29 22:11:00,CAT007,AGT012,Senegal,Web form,5,Escaladé,0.7353859022444932,ROUGE - Intervention immediate,1,1
TKT014331,2024-05-03 06:55:00,CAT007,AGT003,CI,Téléphone,5,Résolu,0.73534375510531,ROUGE - Intervention immediate,1,0
TKT012877,2024-01-30 21:19:00,CAT007,AGT005,Senegal,Email,5,Backlog,0.7345241236665367,ROUGE - Intervention immediate,1,1
TKT012642,2024-01-19 15:20:00,CAT007,AGT004,France,Email,5,Escaladé,0.7343746465714035,ROUGE - Intervention immediate,1,1
TKT014303,2024-05-02 14:31:00,CAT007,AGT011,CI,App mobile,5,Escaladé,0.7339169158412472,ROUGE - Intervention immediate,1,1
TKT013638,2024-03-19 18:02:00,CAT007,AGT004,CI,Téléphone,5,Fermé,0.7336703406559623,ROUGE - Intervention immediate,1,1
TKT014739,2024-05-28 10:24:00,CAT007,AGT011,France,Chat,5,Backlog,0.7333223976825646,ROUGE - Intervention immediate,1,1
TKT013000,2024-02-07 11:22:00,CAT007,AGT004,Maroc,Téléphone,5,Résolu,0.7329105064728947,ROUGE - Intervention immediate,1,0
TKT013148,2024-02-16 11:55:00,CAT001,AGT004,Mali,Web form,4,Fermé,0.7327343746115136,ROUGE - Intervention immediate,1,0
TKT013615,2024-03-18 23:20:00,CAT007,AGT009,Maroc,Chat,5,Backlog,0.7325757118266075,ROUGE - Intervention immediate,1,1
TKT014570,2024-05-18 22:25:00,CAT007,AGT006,Maroc,Email,5,Escaladé,0.7323599999874637,ROUGE - Intervention immediate,1,1
TKT013786,2024-03-29 21:47:00,CAT007,AGT003,Senegal,Chat,5,Résolu,0.7320514944198259,ROUGE - Intervention immediate,1,1
TKT013922,2024-04-08 07:40:00,CAT007,AGT004,CI,Chat,5,Résolu,0.7317655228982819,ROUGE - Intervention immediate,1,0
TKT013549,2024-03-13 14:34:00,CAT007,AGT002,Ghana,Chat,5,Escaladé,0.7316643617129127,ROUGE - Intervention immediate,1,1
TKT015035,2024-06-17 10:24:00,CAT007,AGT007,Maroc,Téléphone,5,Résolu,0.7316258194828625,ROUGE - Intervention immediate,1,1
TKT013277,2024-02-23 01:13:00,CAT007,AGT006,CI,App mobile,5,Escaladé,0.7315609859394022,ROUGE - Intervention immediate,1,1
TKT013343,2024-02-28 14:38:00,CAT007,AGT004,Maroc,Téléphone,5,Escaladé,0.7311085507282225,ROUGE - Intervention immediate,1,1
TKT014153,2024-04-22 11:33:00,CAT001,AGT011,CI,Chat,4,Résolu,0.7301814231089543,ROUGE - Intervention immediate,1,0
TKT015080,2024-06-19 20:05:00,CAT001,AGT007,CI,Téléphone,4,En cours,0.7299729516939959,ROUGE - Intervention immediate,1,1
TKT012287,2024-01-02 08:57:00,CAT001,AGT004,Maroc,App mobile,4,Backlog,0.7298821683182933,ROUGE - Intervention immediate,1,1
TKT014606,2024-05-21 07:19:00,CAT001,AGT011,Cameroun,Chat,4,Escaladé,0.7294806343203837,ROUGE - Intervention immediate,1,1
TKT015250,2024-06-27 03:51:00,CAT001,AGT004,Ghana,Email,4,Escaladé,0.7289004631826208,ROUGE - Intervention immediate,1,1
TKT012751,2024-01-25 14:49:00,CAT007,AGT004,France,Email,5,Backlog,0.7287720461194713,ROUGE - Intervention immediate,1,1
TKT014871,2024-06-05 00:26:00,CAT007,AGT008,CI,Chat,5,Résolu,0.728514669404798,ROUGE - Intervention immediate,1,0
TKT014943,2024-06-10 16:04:00,CAT007,AGT007,France,Téléphone,5,Résolu,0.7278048224776632,ROUGE - Intervention immediate,1,0
TKT012596,2024-01-16 03:41:00,CAT007,AGT003,Ghana,Email,5,Résolu,0.7276243425126606,ROUGE - Intervention immediate,1,1
TKT013220,2024-02-20 08:59:00,CAT001,AGT004,CI,Chat,4,Résolu,0.7275685765752322,ROUGE - Intervention immediate,1,0
TKT013509,2024-03-11 10:47:00,CAT001,AGT011,CI,Téléphone,4,Fermé,0.7271057376528758,ROUGE - Intervention immediate,1,1
TKT012574,2024-01-16 10:54:00,CAT007,AGT011,Maroc,Téléphone,5,En cours,0.7270319909998825,ROUGE - Intervention immediate,1,0
TKT014410,2024-05-08 04:08:00,CAT007,AGT003,Senegal,Chat,5,Escaladé,0.7269530632209215,ROUGE - Intervention immediate,1,1
TKT015176,2024-06-24 09:58:00,CAT007,AGT005,Mali,Email,5,Fermé,0.7268010768245312,ROUGE - Intervention immediate,1,1
TKT014758,2024-05-29 20:26:00,CAT007,AGT003,Mali,Chat,5,Escaladé,0.7265490756867232,ROUGE - Intervention immediate,1,1
TKT014947,2024-06-10 19:13:00,CAT007,AGT009,Senegal,Chat,5,En cours,0.7265328481137906,ROUGE - Intervention immediate,1,1
TKT014989,2024-06-13 22:11:00,CAT001,AGT009,Mali,Email,4,En cours,0.7264596333982518,ROUGE - Intervention immediate,1,1
TKT013423,2024-03-05 15:00:00,CAT001,AGT011,CI,Email,4,Résolu,0.7263963374763657,ROUGE - Intervention immediate,1,1
TKT015004,2024-06-14 03:13:00,CAT001,AGT004,CI,Chat,4,Résolu,0.7263548439660295,ROUGE - Intervention immediate,1,1
TKT015055,2024-06-17 17:06:00,CAT001,AGT002,Cameroun,Chat,4,Résolu,0.7261680395086548,ROUGE - Intervention immediate,1,0
TKT015232,2024-06-27 07:33:00,CAT007,AGT012,Ghana,Téléphone,5,Résolu,0.725656782871574,ROUGE - Intervention immediate,1,0
TKT014865,2024-06-05 08:34:00,CAT007,AGT003,France,Chat,5,Résolu,0.7256321595608523,ROUGE - Intervention immediate,1,1
TKT015069,2024-06-18 10:28:00,CAT007,AGT006,Senegal,Téléphone,5,Résolu,0.7254284621939695,ROUGE - Intervention immediate,1,1
TKT013771,2024-03-28 06:38:00,CAT007,AGT005,Mali,App mobile,5,Escaladé,0.7250827829280311,ROUGE - Intervention immediate,1,1
TKT014784,2024-05-31 06:18:00,CAT007,AGT003,Maroc,Email,5,Résolu,0.7248820717837478,ROUGE - Intervention immediate,1,1
TKT014899,2024-06-07 16:33:00,CAT001,AGT011,Senegal,Chat,4,Résolu,0.7248714545797681,ROUGE - Intervention immediate,1,0
TKT013176,2024-02-18 11:18:00,CAT001,AGT002,Cameroun,App mobile,4,Fermé,0.724679655040637,ROUGE - Intervention immediate,1,1
TKT013859,2024-04-03 02:56:00,CAT007,AGT003,CI,Chat,5,En cours,0.7242681151751014,ROUGE - Intervention immediate,1,1
TKT013456,2024-03-07 03:17:00,CAT001,AGT004,CI,Email,4,En cours,0.7241387041675816,ROUGE - Intervention immediate,1,1
TKT014836,2024-06-03 10:37:00,CAT007,AGT005,Senegal,Email,5,Escaladé,0.723445188558799,ROUGE - Intervention immediate,1,1
TKT014759,2024-05-29 16:58:00,CAT007,AGT004,Ghana,Email,5,Escaladé,0.7232789125742907,ROUGE - Intervention immediate,1,1
TKT014762,2024-05-29 13:35:00,CAT001,AGT011,CI,App mobile,4,Résolu,0.7231390777216424,ROUGE - Intervention immediate,1,0
TKT013578,2024-03-15 12:42:00,CAT001,AGT004,CI,Email,4,Backlog,0.7226774943455656,ROUGE - Intervention immediate,1,1
TKT013259,2024-02-22 17:37:00,CAT007,AGT011,CI,Téléphone,5,Escaladé,0.722465768199024,ROUGE - Intervention immediate,1,1
TKT012990,2024-02-06 08:48:00,CAT007,AGT003,Cameroun,Téléphone,5,Résolu,0.7223864380114098,ROUGE - Intervention immediate,1,0
TKT013820,2024-04-01 07:35:00,CAT001,AGT011,France,Téléphone,4,En cours,0.721807263117295,ROUGE - Intervention immediate,1,0
TKT015148,2024-06-22 07:10:00,CAT007,AGT012,Cameroun,Téléphone,5,Résolu,0.7215808872137311,ROUGE - Intervention immediate,1,0
TKT013781,2024-03-29 17:38:00,CAT001,AGT004,Senegal,Chat,4,Résolu,0.7213420157369907,ROUGE - Intervention immediate,1,1
TKT015131,2024-06-21 19:18:00,CAT001,AGT002,Ghana,Téléphone,4,Résolu,0.7212764249766718,ROUGE - Intervention immediate,1,1
TKT012358,2024-01-05 08:42:00,CAT007,AGT004,France,Email,5,Résolu,0.721093397642954,ROUGE - Intervention immediate,1,1
TKT014050,2024-04-15 14:38:00,CAT007,AGT007,France,Téléphone,5,En cours,0.72044756805148,ROUGE - Intervention immediate,1,0
TKT014439,2024-05-09 18:50:00,CAT007,AGT011,France,Email,5,Résolu,0.7203502203415785,ROUGE - Intervention immediate,1,0
TKT015260,2024-06-28 09:17:00,CAT001,AGT011,France,Chat,4,Résolu,0.720162814061857,ROUGE - Intervention immediate,1,1
TKT013818,2024-04-01 15:06:00,CAT007,AGT007,Senegal,Téléphone,5,Escaladé,0.7195304439878328,ROUGE - Intervention immediate,1,1
TKT012709,2024-01-23 09:32:00,CAT007,AGT004,Cameroun,Email,5,En cours,0.7188015806945625,ROUGE - Intervention immediate,1,1
TKT013510,2024-03-11 19:09:00,CAT007,AGT003,Maroc,Téléphone,5,Résolu,0.7187327745476652,ROUGE - Intervention immediate,1,1
TKT015000,2024-06-13 21:03:00,CAT001,AGT002,CI,Chat,4,Escaladé,0.7184813367759916,ROUGE - Intervention immediate,1,1
TKT013158,2024-02-16 05:04:00,CAT007,AGT003,Ghana,Email,5,Résolu,0.7177639112880996,ROUGE - Intervention immediate,1,0
TKT014639,2024-05-23 08:26:00,CAT007,AGT004,Mali,Email,5,Résolu,0.7171232199967823,ROUGE - Intervention immediate,1,1
TKT013186,2024-02-19 14:43:00,CAT001,AGT011,Belgique,Chat,4,Backlog,0.7170455487041791,ROUGE - Intervention immediate,1,1
TKT014810,2024-06-02 11:38:00,CAT001,AGT007,Ghana,App mobile,4,En cours,0.7168190467774823,ROUGE - Intervention immediate,1,1
TKT013821,2024-04-01 08:11:00,CAT001,AGT011,CI,Email,4,Résolu,0.715842741682404,ROUGE - Intervention immediate,1,0
TKT013632,2024-03-19 09:41:00,CAT007,AGT005,Ghana,Téléphone,5,Résolu,0.7158016847443563,ROUGE - Intervention immediate,1,0
TKT012730,2024-01-24 18:43:00,CAT007,AGT004,CI,Email,5,Résolu,0.715578918429927,ROUGE - Intervention immediate,1,0
TKT015130,2024-06-21 10:55:00,CAT007,AGT008,Ghana,Email,5,Fermé,0.7152760328459724,ROUGE - Intervention immediate,1,1
TKT014257,2024-04-28 04:00:00,CAT007,AGT005,CI,App mobile,5,Résolu,0.7147049754414181,ROUGE - Intervention immediate,1,0
TKT015252,2024-06-28 07:04:00,CAT007,AGT012,Senegal,Web form,5,Résolu,0.7146581457685969,ROUGE - Intervention immediate,1,1
TKT014104,2024-04-18 08:05:00,CAT007,AGT010,Ghana,Téléphone,5,Backlog,0.714107496789903,ROUGE - Intervention immediate,1,1
TKT012626,2024-01-18 07:51:00,CAT007,AGT011,Senegal,Chat,5,Résolu,0.7140910418234384,ROUGE - Intervention immediate,1,0
TKT012908,2024-02-01 21:04:00,CAT007,AGT007,Senegal,Email,5,En cours,0.713301454394727,ROUGE - Intervention immediate,1,0
TKT014702,2024-05-27 05:32:00,CAT001,AGT009,Mali,Chat,4,Résolu,0.7131553628218783,ROUGE - Intervention immediate,1,0
TKT013934,2024-04-08 11:20:00,CAT001,AGT002,France,Email,4,Résolu,0.7129632370337095,ROUGE - Intervention immediate,1,0
TKT012624,2024-01-18 04:20:00,CAT007,AGT010,Senegal,Web form,5,Backlog,0.7129471670416707,ROUGE - Intervention immediate,1,1
TKT014869,2024-06-05 14:35:00,CAT007,AGT007,Cameroun,Chat,5,Résolu,0.7126340165668482,ROUGE - Intervention immediate,1,0
TKT012686,2024-01-22 10:37:00,CAT007,AGT011,Ghana,Email,5,Résolu,0.7122172348839761,ROUGE - Intervention immediate,1,1
TKT013097,2024-02-13 20:37:00,CAT007,AGT007,Maroc,Chat,5,En cours,0.7120888839000995,ROUGE - Intervention immediate,1,1
TKT012876,2024-01-30 10:54:00,CAT007,AGT011,Ghana,Chat,5,Résolu,0.7120833772555601,ROUGE - Intervention immediate,1,0
TKT014830,2024-06-03 16:07:00,CAT007,AGT005,Senegal,Téléphone,5,Résolu,0.7118106375329447,ROUGE - Intervention immediate,1,1
TKT014659,2024-05-23 09:46:00,CAT001,AGT011,Mali,Chat,4,En cours,0.7113176430099533,ROUGE - Intervention immediate,1,1
TKT014221,2024-04-25 10:32:00,CAT001,AGT004,France,Email,4,Résolu,0.7111744902270017,ROUGE - Intervention immediate,1,1
TKT014062,2024-04-16 21:21:00,CAT001,AGT002,Cameroun,Téléphone,4,Escaladé,0.7109797336352386,ROUGE - Intervention immediate,1,1
TKT014614,2024-05-21 08:42:00,CAT006,AGT011,France,Web form,3,Escaladé,0.7109142920800088,ROUGE - Intervention immediate,1,1
TKT013853,2024-04-03 16:58:00,CAT001,AGT011,Maroc,Email,4,Résolu,0.7109088719588644,ROUGE - Intervention immediate,1,1
TKT015196,2024-06-25 17:26:00,CAT001,AGT002,CI,Email,4,Escaladé,0.7108873598455143,ROUGE - Intervention immediate,1,1
TKT012962,2024-02-04 00:44:00,CAT007,AGT004,Ghana,Chat,5,En cours,0.7108180137954802,ROUGE - Intervention immediate,1,1
TKT014695,2024-05-26 00:07:00,CAT007,AGT002,Ghana,App mobile,5,Résolu,0.7107512923029333,ROUGE - Intervention immediate,1,1
TKT014162,2024-04-22 10:26:00,CAT007,AGT003,France,Chat,5,Backlog,0.7104114744674974,ROUGE - Intervention immediate,1,1
TKT013198,2024-02-19 11:53:00,CAT007,AGT011,France,Email,5,Escaladé,0.7103884586552519,ROUGE - Intervention immediate,1,1
TKT014148,2024-04-21 08:45:00,CAT007,AGT006,CI,Téléphone,5,Escaladé,0.7099162479729785,ROUGE - Intervention immediate,1,1
TKT015058,2024-06-18 07:50:00,CAT007,AGT002,Maroc,App mobile,5,Backlog,0.7094709886787485,ROUGE - Intervention immediate,1,1
TKT012582,2024-01-16 10:52:00,CAT007,AGT011,CI,Email,5,Escaladé,0.709403883117729,ROUGE - Intervention immediate,1,1
TKT014962,2024-06-11 10:20:00,CAT007,AGT012,France,Chat,5,En cours,0.7093664490732573,ROUGE - Intervention immediate,1,1
TKT012859,2024-01-30 21:03:00,CAT007,AGT010,Maroc,Email,5,Escaladé,0.7085220439190426,ROUGE - Intervention immediate,1,1
TKT013141,2024-02-15 10:30:00,CAT007,AGT011,France,Email,5,Résolu,0.7081796424562252,ROUGE - Intervention immediate,1,1
TKT014111,2024-04-18 16:49:00,CAT007,AGT007,Mali,Téléphone,5,En cours,0.7077534205474088,ROUGE - Intervention immediate,1,1
TKT013149,2024-02-16 16:22:00,CAT001,AGT004,Mali,Email,4,Résolu,0.7073878029032901,ROUGE - Intervention immediate,1,1
TKT013140,2024-02-15 19:34:00,CAT007,AGT011,Maroc,Chat,5,En cours,0.7073239472697946,ROUGE - Intervention immediate,1,1
