order_id,customer_id,order_date,canal,payment_method,order_status,montant_total,delivery_delay,date_id
ORD000163,CUS01795,2022-01-08,Email,Mobile Money,Livree,1575.0,2,20220108
ORD000164,CUS00626,2022-01-08,Paid Search,Cash on Delivery,Annulee,3195.0,2,20220108
ORD000165,CUS01557,2022-01-08,Organic,Carte bancaire,Livree,54.0,4,20220108
ORD000166,CUS01798,2022-01-08,Organic,Mobile Money,En cours,1615.0,6,20220108
ORD000167,CUS01680,2022-01-08,Social Media,Carte bancaire,Livree,1416.0,5,20220108
ORD000168,CUS00025,2022-01-08,Paid Search,Mobile Money,Livree,4343.0,7,20220108
ORD000169,CUS00082,2022-01-08,Social Media,Cash on Delivery,Annulee,861.0,5,20220108
ORD000170,CUS00974,2022-01-08,Email,Mobile Money,Livree,1034.0,9,20220108
ORD000171,CUS00917,2022-01-08,Organic,PayPal,Livree,2334.0,4,20220108
ORD000172,CUS01884,2022-01-09,Paid Search,Virement,En cours,648.0,6,20220109
ORD000173,CUS01725,2022-01-09,Direct,Mobile Money,Livree,1334.0,2,20220109
ORD000174,CUS00546,2022-01-09,Email,Carte bancaire,Livree,267.0,1,20220109
ORD000175,CUS02535,2022-01-09,Paid Search,Mobile Money,En cours,1885.0,6,20220109
ORD000176,CUS01853,2022-01-09,Paid Search,Virement,Livree,2625.0,4,20220109
ORD000177,CUS02702,2022-01-09,Paid Search,Mobile Money,Livree,825.0,7,20220109
ORD000178,CUS00706,2022-01-09,Paid Search,PayPal,Livree,12.0,6,20220109
ORD000179,CUS00618,2022-01-09,Paid Search,Mobile Money,En cours,45.0,4,20220109
ORD000180,CUS02174,2022-01-09,Email,Virement,Livree,1299.0,2,20220109
ORD000181,CUS01358,2022-01-09,Direct,Carte bancaire,Annulee,749.0,0,20220109
ORD000182,CUS01487,2022-01-09,Social Media,Carte bancaire,Annulee,1697.0,3,20220109
ORD000183,CUS00416,2022-01-09,Direct,Carte bancaire,En cours,897.0,7,20220109
ORD000184,CUS01679,2022-01-09,Organic,Mobile Money,Livree,316.0,5,20220109
ORD000185,CUS00398,2022-01-09,Email,Carte bancaire,Livree,662.0,1,20220109
ORD000186,CUS02396,2022-01-09,Social Media,Mobile Money,Livree,1447.0,5,20220109
ORD000187,CUS00283,2022-01-09,Organic,Mobile Money,Livree,36.0,6,20220109
ORD000188,CUS00808,2022-01-09,Affiliate,Carte bancaire,Livree,24.0,2,20220109
ORD000189,CUS00066,2022-01-09,Social Media,Mobile Money,Remboursee,447.0,5,20220109
ORD000190,CUS02006,2022-01-09,Paid Search,Carte bancaire,Livree,944.0,5,20220109
ORD000191,CUS02690,2022-01-09,Social Media,Carte bancaire,Livree,1587.0,1,20220109
ORD000192,CUS00818,2022-01-09,Direct,Mobile Money,Livree,1002.0,6,20220109
ORD000193,CUS01402,2022-01-09,Organic,Carte bancaire,Livree,79.0,6,20220109
ORD000194,CUS01843,2022-01-09,Direct,Carte bancaire,Livree,24.0,8,20220109
ORD000195,CUS00996,2022-01-09,Organic,Mobile Money,Livree,189.0,8,20220109
ORD000196,CUS02962,2022-01-09,Organic,PayPal,En cours,615.0,0,20220109
ORD000197,CUS02724,2022-01-09,Organic,Carte bancaire,Livree,567.0,2,20220109
ORD000198,CUS00376,2022-01-09,Organic,PayPal,Livree,1947.0,6,20220109
ORD000199,CUS02169,2022-01-09,Organic,Virement,Livree,2301.0,6,20220109
ORD000200,CUS00251,2022-01-09,Paid Search,Mobile Money,Livree,1197.0,6,20220109
ORD000201,CUS02357,2022-01-09,Affiliate,PayPal,Livree,258.0,16,20220109
ORD000202,CUS00933,2022-01-09,Organic,PayPal,Livree,494.0,6,20220109
ORD000203,CUS02683,2022-01-09,Direct,PayPal,Livree,378.0,8,20220109
ORD000204,CUS01410,2022-01-09,Direct,Carte bancaire,Livree,146.0,7,20220109
ORD000205,CUS02763,2022-01-09,Organic,Mobile Money,Annulee,295.0,6,20220109
ORD000206,CUS01847,2022-01-09,Paid Search,Virement,Livree,1176.0,4,20220109
ORD000207,CUS02406,2022-01-09,Organic,PayPal,Livree,82.0,7,20220109
ORD000208,CUS01853,2022-01-09,Organic,PayPal,Livree,1298.0,2,20220109
ORD000209,CUS02590,2022-01-09,Organic,Mobile Money,Livree,2966.0,4,20220109
ORD000210,CUS01935,2022-01-09,Organic,Carte bancaire,Livree,166.0,3,20220109
ORD000211,CUS00779,2022-01-09,Social Media,PayPal,Livree,1998.0,5,20220109
ORD000212,CUS00435,2022-01-09,Organic,Carte bancaire,Livree,310.0,11,20220109
ORD000213,CUS01706,2022-01-09,Social Media,Cash on Delivery,Livree,45.0,0,20220109
ORD000214,CUS02454,2022-01-09,Organic,Carte bancaire,Livree,425.0,7,20220109
ORD000215,CUS01709,2022-01-09,Organic,Cash on Delivery,Livree,2184.0,0,20220109
ORD000216,CUS01357,2022-01-09,Email,Virement,Remboursee,793.0,3,20220109
ORD000217,CUS01925,2022-01-10,Direct,Carte bancaire,En cours,947.0,5,20220110
ORD000218,CUS01896,2022-01-10,Social Media,Virement,Remboursee,204.0,1,20220110
ORD000219,CUS02916,2022-01-10,Organic,Virement,Livree,2598.0,2,20220110
ORD000220,CUS01459,2022-01-10,Direct,Mobile Money,Livree,3144.0,7,20220110
ORD000221,CUS00820,2022-01-10,Direct,PayPal,Remboursee,625.0,2,20220110
ORD000222,CUS01157,2022-01-10,Organic,Mobile Money,Livree,279.0,5,20220110
ORD000223,CUS01213,2022-01-10,Organic,PayPal,Livree,39.0,5,20220110
ORD000224,CUS01830,2022-01-10,Social Media,Mobile Money,Livree,237.0,3,20220110
ORD000225,CUS02893,2022-01-10,Social Media,Carte bancaire,Livree,2596.0,11,20220110
ORD000226,CUS01511,2022-01-10,Organic,Virement,Livree,1298.0,6,20220110
ORD000227,CUS00730,2022-01-10,Paid Search,Virement,Livree,3114.0,0,20220110
ORD000228,CUS00229,2022-01-10,Email,PayPal,Livree,4497.0,5,20220110
ORD000229,CUS00670,2022-01-10,Affiliate,Carte bancaire,Livree,237.0,3,20220110
ORD000230,CUS02018,2022-01-10,Paid Search,Carte bancaire,Livree,58.0,7,20220110
ORD000231,CUS01838,2022-01-10,Organic,PayPal,En cours,135.0,2,20220110
ORD000232,CUS02285,2022-01-10,Organic,PayPal,Livree,2694.0,4,20220110
ORD000233,CUS02599,2022-01-10,Email,Carte bancaire,Livree,894.0,6,20220110
ORD000234,CUS00279,2022-01-10,Organic,Mobile Money,Livree,1812.0,7,20220110
ORD000235,CUS02086,2022-01-10,Direct,Carte bancaire,Livree,402.0,1,20220110
ORD000236,CUS01534,2022-01-10,Social Media,Carte bancaire,Livree,1568.0,3,20220110
ORD000237,CUS01850,2022-01-10,Organic,Mobile Money,Livree,2659.0,3,20220110
ORD000238,CUS00843,2022-01-10,Organic,Mobile Money,Livree,3473.0,3,20220110
ORD000239,CUS02565,2022-01-10,Organic,Virement,En cours,1299.0,10,20220110
ORD000240,CUS00742,2022-01-10,Direct,Carte bancaire,Remboursee,579.0,6,20220110
ORD000241,CUS02014,2022-01-10,Social Media,Mobile Money,Livree,543.0,1,20220110
ORD000242,CUS02537,2022-01-10,Organic,Carte bancaire,Livree,540.0,7,20220110
ORD000243,CUS02327,2022-01-11,Affiliate,Carte bancaire,Livree,853.0,8,20220111
ORD000244,CUS00092,2022-01-11,Paid Search,Carte bancaire,Livree,149.0,0,20220111
ORD000245,CUS00493,2022-01-11,Direct,PayPal,Livree,1299.0,3,20220111
ORD000246,CUS00353,2022-01-11,Email,Mobile Money,En cours,4642.0,8,20220111
ORD000247,CUS02834,2022-01-11,Organic,Carte bancaire,Livree,198.0,2,20220111
ORD000248,CUS01690,2022-01-11,Organic,Carte bancaire,Annulee,1374.0,6,20220111
ORD000249,CUS00831,2022-01-11,Direct,Carte bancaire,Livree,29.0,7,20220111
ORD000250,CUS02664,2022-01-11,Organic,Mobile Money,En cours,2564.0,2,20220111
ORD000251,CUS01869,2022-01-11,Direct,Mobile Money,Livree,565.0,4,20220111
ORD000252,CUS00713,2022-01-11,Social Media,Mobile Money,Remboursee,90.0,0,20220111
ORD000253,CUS01671,2022-01-11,Paid Search,Mobile Money,Livree,447.0,1,20220111
ORD000254,CUS01912,2022-01-11,Social Media,Mobile Money,Livree,447.0,4,20220111
ORD000255,CUS00595,2022-01-11,Social Media,Mobile Money,Livree,12.0,1,20220111
ORD000256,CUS02840,2022-01-11,Paid Search,Virement,En cours,7542.0,9,20220111
ORD000257,CUS02723,2022-01-11,Affiliate,PayPal,Livree,2603.0,0,20220111
ORD000258,CUS02143,2022-01-11,Social Media,Mobile Money,Livree,1176.0,3,20220111
ORD000259,CUS00638,2022-01-11,Direct,Virement,Livree,749.0,5,20220111
ORD000260,CUS02847,2022-01-11,Affiliate,Carte bancaire,Livree,279.0,9,20220111
ORD000261,CUS00067,2022-01-11,Organic,Carte bancaire,Livree,3603.0,0,20220111
ORD000262,CUS01651,2022-01-11,Organic,Mobile Money,Livree,610.0,8,20220111
ORD000263,CUS02431,2022-01-11,Organic,Mobile Money,Livree,472.0,5,20220111
ORD000264,CUS00402,2022-01-11,Paid Search,Mobile Money,En cours,357.0,2,20220111
ORD000265,CUS02228,2022-01-11,Organic,Carte bancaire,Livree,1219.0,6,20220111
ORD000266,CUS00141,2022-01-11,Paid Search,Mobile Money,Livree,3996.0,5,20220111
ORD000267,CUS00526,2022-01-11,Social Media,PayPal,Livree,804.0,3,20220111
ORD000268,CUS01590,2022-01-11,Direct,Mobile Money,Livree,1596.0,5,20220111
ORD000269,CUS01202,2022-01-11,Direct,Carte bancaire,Livree,1307.0,3,20220111
ORD000270,CUS01992,2022-01-11,Organic,Mobile Money,Livree,1627.0,5,20220111
ORD000271,CUS02798,2022-01-11,Social Media,Mobile Money,Livree,2941.0,6,20220111
ORD000272,CUS00097,2022-01-11,Paid Search,Mobile Money,Livree,299.0,9,20220111
ORD000273,CUS01715,2022-01-11,Social Media,Carte bancaire,Livree,1575.0,1,20220111
ORD000274,CUS01465,2022-01-12,Social Media,Mobile Money,Livree,649.0,0,20220112
ORD000275,CUS02337,2022-01-12,Organic,Carte bancaire,Livree,2672.0,4,20220112
ORD000276,CUS01693,2022-01-12,Organic,Carte bancaire,Livree,5993.0,6,20220112
ORD000277,CUS00050,2022-01-12,Organic,PayPal,Livree,12.0,5,20220112
ORD000278,CUS01309,2022-01-12,Affiliate,Virement,Livree,59.0,3,20220112
ORD000279,CUS00406,2022-01-12,Organic,Mobile Money,Livree,2247.0,4,20220112
ORD000280,CUS00596,2022-01-12,Direct,Carte bancaire,Livree,90.0,3,20220112
ORD000281,CUS02563,2022-01-12,Paid Search,Carte bancaire,Livree,258.0,3,20220112
ORD000282,CUS01617,2022-01-12,Organic,PayPal,Annulee,118.0,7,20220112
ORD000283,CUS01964,2022-01-12,Social Media,PayPal,En cours,1582.0,6,20220112
ORD000284,CUS01773,2022-01-12,Social Media,Mobile Money,Livree,703.0,2,20220112
ORD000285,CUS01903,2022-01-12,Social Media,Cash on Delivery,Livree,2336.0,7,20220112
ORD000286,CUS02415,2022-01-12,Email,Cash on Delivery,Livree,2994.0,5,20220112
ORD000287,CUS02118,2022-01-12,Social Media,Carte bancaire,Livree,1447.0,7,20220112
ORD000288,CUS00981,2022-01-12,Social Media,Carte bancaire,Livree,534.0,6,20220112
ORD000289,CUS02700,2022-01-12,Organic,Mobile Money,Livree,1398.0,2,20220112
ORD000290,CUS01316,2022-01-12,Organic,Mobile Money,Livree,349.0,3,20220112
ORD000291,CUS02450,2022-01-12,Email,Virement,Livree,1112.0,7,20220112
ORD000292,CUS01881,2022-01-12,Social Media,Carte bancaire,Livree,267.0,6,20220112
ORD000293,CUS00273,2022-01-12,Organic,Cash on Delivery,Annulee,2824.0,4,20220112
ORD000294,CUS02439,2022-01-12,Organic,Mobile Money,Livree,1148.0,5,20220112
ORD000295,CUS01137,2022-01-12,Organic,Mobile Money,Livree,2997.0,8,20220112
ORD000296,CUS02321,2022-01-12,Organic,Carte bancaire,Remboursee,493.0,3,20220112
ORD000297,CUS02338,2022-01-12,Email,Cash on Delivery,Livree,1546.0,6,20220112
ORD000298,CUS00704,2022-01-12,Direct,Virement,Livree,992.0,4,20220112
ORD000299,CUS00511,2022-01-12,Organic,Virement,Livree,728.0,4,20220112
ORD000300,CUS00013,2022-01-12,Organic,Carte bancaire,Livree,2075.0,8,20220112
ORD000301,CUS01820,2022-01-12,Paid Search,PayPal,Livree,1069.0,7,20220112
ORD000302,CUS01403,2022-01-12,Paid Search,Mobile Money,Livree,2937.0,7,20220112
ORD000303,CUS00690,2022-01-12,Email,Carte bancaire,Livree,2135.0,8,20220112
ORD000304,CUS00100,2022-01-12,Email,Mobile Money,Livree,12.0,5,20220112
ORD000305,CUS01593,2022-01-13,Social Media,Mobile Money,Livree,604.0,4,20220113
ORD000306,CUS01065,2022-01-13,Social Media,Carte bancaire,En cours,2186.0,5,20220113
ORD000307,CUS00369,2022-01-13,Email,Carte bancaire,Livree,298.0,4,20220113
ORD000308,CUS01856,2022-01-13,Organic,Carte bancaire,Livree,898.0,5,20220113
ORD000309,CUS00950,2022-01-13,Direct,Mobile Money,Livree,1046.0,6,20220113
ORD000310,CUS00801,2022-01-13,Social Media,Carte bancaire,Livree,3596.0,2,20220113
