ticket_id,created_at,category_id,agent_id,pays,canal,priorite,statut,score_risque,niveau_alerte,predit_risque,ticket_at_risk
TKT014829,2024-06-03 15:52:00,CAT007,AGT004,Senegal,Chat,5,Escaladé,0.7341876667158259,ROUGE — Intervention immédiate,1,1
TKT012500,2024-01-12 10:11:00,CAT007,AGT004,France,Email,5,Résolu,0.7324703717434812,ROUGE — Intervention immédiate,1,1
TKT015069,2024-06-18 10:28:00,CAT007,AGT006,Senegal,Téléphone,5,Résolu,0.7319687654628679,ROUGE — Intervention immédiate,1,1
TKT014287,2024-04-30 10:29:00,CAT007,AGT002,France,Chat,5,Escaladé,0.7318477725590502,ROUGE — Intervention immédiate,1,1
TKT013578,2024-03-15 12:42:00,CAT001,AGT004,CI,Email,4,Backlog,0.7317247135961331,ROUGE — Intervention immédiate,1,1
TKT014958,2024-06-11 09:05:00,CAT001,AGT004,CI,Chat,4,En cours,0.7311370106570223,ROUGE — Intervention immédiate,1,1
TKT013949,2024-04-09 08:24:00,CAT007,AGT006,Maroc,Email,5,Résolu,0.7310923651984182,ROUGE — Intervention immédiate,1,0
TKT014627,2024-05-22 12:19:00,CAT001,AGT004,Cameroun,Web form,4,Résolu,0.7304380187721403,ROUGE — Intervention immédiate,1,1
TKT015250,2024-06-27 03:51:00,CAT001,AGT004,Ghana,Email,4,Escaladé,0.7302872380774914,ROUGE — Intervention immédiate,1,1
TKT014762,2024-05-29 13:35:00,CAT001,AGT011,CI,App mobile,4,Résolu,0.7293709879807139,ROUGE — Intervention immédiate,1,0
TKT014570,2024-05-18 22:25:00,CAT007,AGT006,Maroc,Email,5,Escaladé,0.7290217774808433,ROUGE — Intervention immédiate,1,1
TKT013922,2024-04-08 07:40:00,CAT007,AGT004,CI,Chat,5,Résolu,0.7289137288516139,ROUGE — Intervention immédiate,1,0
TKT013714,2024-03-25 18:11:00,CAT007,AGT011,CI,Téléphone,5,Escaladé,0.7285338132359452,ROUGE — Intervention immédiate,1,1
TKT012358,2024-01-05 08:42:00,CAT007,AGT004,France,Email,5,Résolu,0.7279935140257713,ROUGE — Intervention immédiate,1,1
TKT013434,2024-03-06 08:18:00,CAT007,AGT004,France,Chat,5,Résolu,0.7279257906326404,ROUGE — Intervention immédiate,1,0
TKT012462,2024-01-11 03:00:00,CAT001,AGT002,Ghana,App mobile,4,Escaladé,0.7279049828580264,ROUGE — Intervention immédiate,1,1
TKT012596,2024-01-16 03:41:00,CAT007,AGT003,Ghana,Email,5,Résolu,0.727860825997569,ROUGE — Intervention immédiate,1,1
TKT014969,2024-06-12 14:34:00,CAT001,AGT004,France,Email,4,Escaladé,0.7276768046187995,ROUGE — Intervention immédiate,1,1
TKT014294,2024-05-01 14:17:00,CAT007,AGT011,CI,Téléphone,5,Résolu,0.7275125304470478,ROUGE — Intervention immédiate,1,0
TKT012709,2024-01-23 09:32:00,CAT007,AGT004,Cameroun,Email,5,En cours,0.7273891009622672,ROUGE — Intervention immédiate,1,1
TKT014174,2024-04-23 11:18:00,CAT007,AGT004,Senegal,Téléphone,5,Résolu,0.7271175157448859,ROUGE — Intervention immédiate,1,1
TKT013867,2024-04-03 15:52:00,CAT001,AGT004,France,Chat,4,Résolu,0.7270930512300798,ROUGE — Intervention immédiate,1,1
TKT013637,2024-03-19 11:10:00,CAT007,AGT002,France,Téléphone,5,En cours,0.7267996713487668,ROUGE — Intervention immédiate,1,1
TKT013220,2024-02-20 08:59:00,CAT001,AGT004,CI,Chat,4,Résolu,0.7263189114161019,ROUGE — Intervention immédiate,1,0
TKT012624,2024-01-18 04:20:00,CAT007,AGT010,Senegal,Web form,5,Backlog,0.7260643007100087,ROUGE — Intervention immédiate,1,1
TKT013731,2024-03-26 08:35:00,CAT007,AGT004,Mali,Chat,5,Backlog,0.7249803317705562,ROUGE — Intervention immédiate,1,1
TKT014599,2024-05-20 12:38:00,CAT001,AGT004,France,Chat,4,Backlog,0.7242961237912117,ROUGE — Intervention immédiate,1,1
TKT014886,2024-06-06 17:37:00,CAT007,AGT004,CI,Email,5,Escaladé,0.7241752238258339,ROUGE — Intervention immédiate,1,1
TKT015196,2024-06-25 17:26:00,CAT001,AGT002,CI,Email,4,Escaladé,0.7240952406319621,ROUGE — Intervention immédiate,1,1
TKT013723,2024-03-25 21:56:00,CAT007,AGT010,Mali,App mobile,5,Résolu,0.7238544597681181,ROUGE — Intervention immédiate,1,0
TKT014010,2024-04-12 16:25:00,CAT007,AGT011,France,Email,5,Escaladé,0.7233983969279768,ROUGE — Intervention immédiate,1,1
TKT014784,2024-05-31 06:18:00,CAT007,AGT003,Maroc,Email,5,Résolu,0.7233263848366102,ROUGE — Intervention immédiate,1,1
TKT015000,2024-06-13 21:03:00,CAT001,AGT002,CI,Chat,4,Escaladé,0.7232773936947626,ROUGE — Intervention immédiate,1,1
TKT013862,2024-04-03 16:57:00,CAT007,AGT004,Senegal,Chat,5,Escaladé,0.7225581789981963,ROUGE — Intervention immédiate,1,1
TKT012253,2024-01-01 19:12:00,CAT007,AGT011,France,Téléphone,5,Résolu,0.7225034384544352,ROUGE — Intervention immédiate,1,1
TKT015179,2024-06-24 10:19:00,CAT007,AGT011,Senegal,App mobile,5,Résolu,0.7223117631014213,ROUGE — Intervention immédiate,1,0
TKT013456,2024-03-07 03:17:00,CAT001,AGT004,CI,Email,4,En cours,0.7222723184468903,ROUGE — Intervention immédiate,1,1
TKT014986,2024-06-13 19:06:00,CAT007,AGT004,Ghana,Chat,5,Résolu,0.7222140596897917,ROUGE — Intervention immédiate,1,0
TKT012642,2024-01-19 15:20:00,CAT007,AGT004,France,Email,5,Escaladé,0.7219508944605483,ROUGE — Intervention immédiate,1,1
TKT015112,2024-06-20 14:19:00,CAT001,AGT002,CI,Chat,4,Résolu,0.7217480930853866,ROUGE — Intervention immédiate,1,0
TKT013478,2024-03-08 16:27:00,CAT007,AGT002,France,Email,5,Résolu,0.721227977008893,ROUGE — Intervention immédiate,1,0
TKT013838,2024-04-02 15:23:00,CAT007,AGT002,Senegal,Chat,5,Résolu,0.7211132226211379,ROUGE — Intervention immédiate,1,0
TKT015055,2024-06-17 17:06:00,CAT001,AGT002,Cameroun,Chat,4,Résolu,0.7208695448529526,ROUGE — Intervention immédiate,1,0
TKT012988,2024-02-06 20:18:00,CAT001,AGT004,Senegal,Email,4,Backlog,0.720863344647443,ROUGE — Intervention immédiate,1,1
TKT014965,2024-06-12 14:00:00,CAT007,AGT004,Ghana,Email,5,Escaladé,0.7208090061881103,ROUGE — Intervention immédiate,1,1
TKT012903,2024-01-31 07:25:00,CAT007,AGT010,Mali,Téléphone,5,En cours,0.720719863630514,ROUGE — Intervention immédiate,1,0
TKT013176,2024-02-18 11:18:00,CAT001,AGT002,Cameroun,App mobile,4,Fermé,0.7198619832504235,ROUGE — Intervention immédiate,1,1
TKT013859,2024-04-03 02:56:00,CAT007,AGT003,CI,Chat,5,En cours,0.7195753131110362,ROUGE — Intervention immédiate,1,1
TKT013849,2024-04-02 20:53:00,CAT007,AGT009,CI,Téléphone,5,En cours,0.7193309799713268,ROUGE — Intervention immédiate,1,1
TKT015073,2024-06-18 20:52:00,CAT007,AGT012,Senegal,Web form,5,Résolu,0.7192880874459378,ROUGE — Intervention immédiate,1,0
TKT013422,2024-03-05 15:41:00,CAT007,AGT006,Senegal,Chat,5,Backlog,0.7192356181690209,ROUGE — Intervention immédiate,1,1
TKT014926,2024-06-09 04:32:00,CAT007,AGT002,Cameroun,Chat,5,Escaladé,0.7192198098833202,ROUGE — Intervention immédiate,1,1
TKT014364,2024-05-06 07:12:00,CAT007,AGT004,France,Email,5,Résolu,0.7192050899819188,ROUGE — Intervention immédiate,1,0
TKT014107,2024-04-18 22:35:00,CAT007,AGT006,France,Email,5,Résolu,0.7187825127082961,ROUGE — Intervention immédiate,1,1
TKT014408,2024-05-08 18:59:00,CAT001,AGT004,France,Chat,4,Résolu,0.7186662999081207,ROUGE — Intervention immédiate,1,1
TKT014250,2024-04-28 12:19:00,CAT001,AGT002,Ghana,App mobile,4,Escaladé,0.7181444350833012,ROUGE — Intervention immédiate,1,1
TKT014752,2024-05-29 20:35:00,CAT007,AGT002,CI,Téléphone,5,Résolu,0.7180556795624361,ROUGE — Intervention immédiate,1,0
TKT012751,2024-01-25 14:49:00,CAT007,AGT004,France,Email,5,Backlog,0.7178909567152726,ROUGE — Intervention immédiate,1,1
TKT014097,2024-04-18 10:26:00,CAT007,AGT007,Belgique,App mobile,5,Résolu,0.7174642815067613,ROUGE — Intervention immédiate,1,0
TKT014376,2024-05-06 02:40:00,CAT007,AGT002,France,Chat,5,Résolu,0.71735928121735,ROUGE — Intervention immédiate,1,0
TKT014260,2024-04-29 09:41:00,CAT007,AGT004,Belgique,Email,5,Escaladé,0.7171470975253408,ROUGE — Intervention immédiate,1,1
TKT013144,2024-02-16 15:57:00,CAT007,AGT004,Belgique,App mobile,5,Résolu,0.7170322924088655,ROUGE — Intervention immédiate,1,1
TKT015045,2024-06-17 10:09:00,CAT007,AGT010,Senegal,Chat,5,Résolu,0.7169289587529643,ROUGE — Intervention immédiate,1,1
TKT013343,2024-02-28 14:38:00,CAT007,AGT004,Maroc,Téléphone,5,Escaladé,0.7161278185608974,ROUGE — Intervention immédiate,1,1
TKT013907,2024-04-06 10:26:00,CAT007,AGT004,France,Téléphone,5,Résolu,0.7158358425433512,ROUGE — Intervention immédiate,1,0
TKT015058,2024-06-18 07:50:00,CAT007,AGT002,Maroc,App mobile,5,Backlog,0.7153779132287859,ROUGE — Intervention immédiate,1,1
TKT013277,2024-02-23 01:13:00,CAT007,AGT006,CI,App mobile,5,Escaladé,0.7153504983285832,ROUGE — Intervention immédiate,1,1
TKT014639,2024-05-23 08:26:00,CAT007,AGT004,Mali,Email,5,Résolu,0.715333474943876,ROUGE — Intervention immédiate,1,1
TKT013186,2024-02-19 14:43:00,CAT001,AGT011,Belgique,Chat,4,Backlog,0.7152768774828013,ROUGE — Intervention immédiate,1,1
TKT013549,2024-03-13 14:34:00,CAT007,AGT002,Ghana,Chat,5,Escaladé,0.7152341223507619,ROUGE — Intervention immédiate,1,1
TKT013000,2024-02-07 11:22:00,CAT007,AGT004,Maroc,Téléphone,5,Résolu,0.7149087853958146,ROUGE — Intervention immédiate,1,1
TKT014221,2024-04-25 10:32:00,CAT001,AGT004,France,Email,4,Résolu,0.7147963317387326,ROUGE — Intervention immédiate,1,1
TKT014331,2024-05-03 06:55:00,CAT007,AGT003,CI,Téléphone,5,Résolu,0.7146426451132991,ROUGE — Intervention immédiate,1,0
TKT013141,2024-02-15 10:30:00,CAT007,AGT011,France,Email,5,Résolu,0.7139532563736318,ROUGE — Intervention immédiate,1,1
TKT014981,2024-06-12 08:57:00,CAT001,AGT004,France,Chat,4,Résolu,0.7136314752873716,ROUGE — Intervention immédiate,1,1
TKT012908,2024-02-01 21:04:00,CAT007,AGT007,Senegal,Email,5,En cours,0.7134576516091716,ROUGE — Intervention immédiate,1,0
TKT014352,2024-05-05 09:36:00,CAT007,AGT006,Senegal,Téléphone,5,Résolu,0.7131076517586792,ROUGE — Intervention immédiate,1,1
TKT015222,2024-06-26 11:18:00,CAT001,AGT002,Ghana,App mobile,4,Escaladé,0.71294383038177,ROUGE — Intervention immédiate,1,1
TKT013230,2024-02-21 20:35:00,CAT007,AGT011,Mali,Téléphone,5,Escaladé,0.7124982249113814,ROUGE — Intervention immédiate,1,1
TKT014076,2024-04-17 09:50:00,CAT007,AGT002,Maroc,Email,5,En cours,0.7124524409576477,ROUGE — Intervention immédiate,1,1
TKT012406,2024-01-08 10:59:00,CAT007,AGT004,Senegal,App mobile,5,Résolu,0.7122380386956793,ROUGE — Intervention immédiate,1,1
TKT014642,2024-05-23 06:51:00,CAT007,AGT005,Cameroun,Web form,5,Résolu,0.7121925786942198,ROUGE — Intervention immédiate,1,0
TKT015082,2024-06-19 08:42:00,CAT007,AGT005,Senegal,Téléphone,5,En cours,0.7121695521296835,ROUGE — Intervention immédiate,1,1
TKT013624,2024-03-19 21:46:00,CAT001,AGT004,Senegal,App mobile,4,Escaladé,0.7115220779015314,ROUGE — Intervention immédiate,1,1
TKT013553,2024-03-13 13:52:00,CAT001,AGT004,Senegal,Web form,4,Résolu,0.711405098768171,ROUGE — Intervention immédiate,1,1
TKT015253,2024-06-28 21:47:00,CAT007,AGT004,Belgique,Chat,5,Résolu,0.7111780720293833,ROUGE — Intervention immédiate,1,1
TKT015232,2024-06-27 07:33:00,CAT007,AGT012,Ghana,Téléphone,5,Résolu,0.7111735935061483,ROUGE — Intervention immédiate,1,0
TKT014739,2024-05-28 10:24:00,CAT007,AGT011,France,Chat,5,Backlog,0.7110930534087316,ROUGE — Intervention immédiate,1,1
TKT015260,2024-06-28 09:17:00,CAT001,AGT011,France,Chat,4,Résolu,0.7109925967755862,ROUGE — Intervention immédiate,1,1
TKT013771,2024-03-28 06:38:00,CAT007,AGT005,Mali,App mobile,5,Escaladé,0.7107850104897095,ROUGE — Intervention immédiate,1,1
TKT013259,2024-02-22 17:37:00,CAT007,AGT011,CI,Téléphone,5,Escaladé,0.7105425124894755,ROUGE — Intervention immédiate,1,1
TKT014865,2024-06-05 08:34:00,CAT007,AGT003,France,Chat,5,Résolu,0.7103654283902517,ROUGE — Intervention immédiate,1,1
TKT015148,2024-06-22 07:10:00,CAT007,AGT012,Cameroun,Téléphone,5,Résolu,0.7101651792092852,ROUGE — Intervention immédiate,1,0
TKT013097,2024-02-13 20:37:00,CAT007,AGT007,Maroc,Chat,5,En cours,0.7100967024864697,ROUGE — Intervention immédiate,1,1
TKT013643,2024-03-20 07:13:00,CAT007,AGT005,CI,Email,5,Escaladé,0.7100553804334795,ROUGE — Intervention immédiate,1,1
TKT014062,2024-04-16 21:21:00,CAT001,AGT002,Cameroun,Téléphone,4,Escaladé,0.7094945492186056,ROUGE — Intervention immédiate,1,1
TKT014439,2024-05-09 18:50:00,CAT007,AGT011,France,Email,5,Résolu,0.7092835791367986,ROUGE — Intervention immédiate,1,0
TKT015004,2024-06-14 03:13:00,CAT001,AGT004,CI,Chat,4,Résolu,0.7090066364204459,ROUGE — Intervention immédiate,1,1
TKT013615,2024-03-18 23:20:00,CAT007,AGT009,Maroc,Chat,5,Backlog,0.7088238994610612,ROUGE — Intervention immédiate,1,1
TKT012574,2024-01-16 10:54:00,CAT007,AGT011,Maroc,Téléphone,5,En cours,0.7087022191468212,ROUGE — Intervention immédiate,1,0
TKT014914,2024-06-08 09:22:00,CAT007,AGT005,Maroc,App mobile,5,Résolu,0.7085531391093491,ROUGE — Intervention immédiate,1,1
TKT014943,2024-06-10 16:04:00,CAT007,AGT007,France,Téléphone,5,Résolu,0.7079830614254167,ROUGE — Intervention immédiate,1,0
TKT012859,2024-01-30 21:03:00,CAT007,AGT010,Maroc,Email,5,Escaladé,0.7079441989818135,ROUGE — Intervention immédiate,1,1
TKT013953,2024-04-09 15:53:00,CAT007,AGT002,Maroc,Web form,5,Escaladé,0.7077899851714377,ROUGE — Intervention immédiate,1,1
TKT013423,2024-03-05 15:00:00,CAT001,AGT011,CI,Email,4,Résolu,0.7074292539280931,ROUGE — Intervention immédiate,1,1
TKT015252,2024-06-28 07:04:00,CAT007,AGT012,Senegal,Web form,5,Résolu,0.707127369286438,ROUGE — Intervention immédiate,1,1
TKT013987,2024-04-10 01:19:00,CAT007,AGT005,CI,Email,5,Résolu,0.7066566357561956,ROUGE — Intervention immédiate,1,0
TKT013844,2024-04-02 15:18:00,CAT001,AGT002,CI,Email,4,Fermé,0.7064797034349586,ROUGE — Intervention immédiate,1,1
TKT013638,2024-03-19 18:02:00,CAT007,AGT004,CI,Téléphone,5,Fermé,0.7060970399706673,ROUGE — Intervention immédiate,1,1
TKT013158,2024-02-16 05:04:00,CAT007,AGT003,Ghana,Email,5,Résolu,0.7056556998145544,ROUGE — Intervention immédiate,1,0
TKT012758,2024-01-25 22:21:00,CAT007,AGT003,CI,Web form,5,Résolu,0.7056499802570662,ROUGE — Intervention immédiate,1,1
TKT014356,2024-05-05 16:54:00,CAT001,AGT004,CI,App mobile,4,Résolu,0.7054882751230638,ROUGE — Intervention immédiate,1,1
TKT013999,2024-04-11 22:31:00,CAT007,AGT010,Ghana,Email,5,Escaladé,0.7054234872431021,ROUGE — Intervention immédiate,1,1
TKT012730,2024-01-24 18:43:00,CAT007,AGT004,CI,Email,5,Résolu,0.705372564429658,ROUGE — Intervention immédiate,1,0
TKT014279,2024-04-30 11:06:00,CAT001,AGT004,Senegal,Chat,4,En cours,0.7053708386760402,ROUGE — Intervention immédiate,1,1
TKT012990,2024-02-06 08:48:00,CAT007,AGT003,Cameroun,Téléphone,5,Résolu,0.705282158791809,ROUGE — Intervention immédiate,1,0
TKT014153,2024-04-22 11:33:00,CAT001,AGT011,CI,Chat,4,Résolu,0.7049038555028265,ROUGE — Intervention immédiate,1,1
TKT014989,2024-06-13 22:11:00,CAT001,AGT009,Mali,Email,4,En cours,0.7044067901939145,ROUGE — Intervention immédiate,1,1
TKT012718,2024-01-23 14:30:00,CAT007,AGT003,Senegal,Email,5,Escaladé,0.7041566847580641,ROUGE — Intervention immédiate,1,1
TKT014871,2024-06-05 00:26:00,CAT007,AGT008,CI,Chat,5,Résolu,0.7038588666210898,ROUGE — Intervention immédiate,1,0
TKT014257,2024-04-28 04:00:00,CAT007,AGT005,CI,App mobile,5,Résolu,0.7038485873906799,ROUGE — Intervention immédiate,1,0
TKT012468,2024-01-11 11:58:00,CAT007,AGT011,Maroc,Email,5,Escaladé,0.7038068789682047,ROUGE — Intervention immédiate,1,1
TKT014050,2024-04-15 14:38:00,CAT007,AGT007,France,Téléphone,5,En cours,0.7034597865239509,ROUGE — Intervention immédiate,1,0
TKT014638,2024-05-23 15:46:00,CAT007,AGT007,Ghana,App mobile,5,Escaladé,0.7029265411630716,ROUGE — Intervention immédiate,1,1
TKT014601,2024-05-20 14:17:00,CAT007,AGT007,Ghana,App mobile,5,Résolu,0.7027719466991111,ROUGE — Intervention immédiate,1,0
TKT012582,2024-01-16 10:52:00,CAT007,AGT011,CI,Email,5,Escaladé,0.7026393031483833,ROUGE — Intervention immédiate,1,1
TKT014869,2024-06-05 14:35:00,CAT007,AGT007,Cameroun,Chat,5,Résolu,0.7022992045469755,ROUGE — Intervention immédiate,1,0
TKT013212,2024-02-20 08:19:00,CAT007,AGT010,Mali,Téléphone,5,Résolu,0.7021558291255395,ROUGE — Intervention immédiate,1,1
TKT012277,2024-01-02 07:50:00,CAT007,AGT004,Ghana,Email,5,Résolu,0.7019820623004693,ROUGE — Intervention immédiate,1,1
TKT013398,2024-03-04 11:30:00,CAT007,AGT003,Senegal,Chat,5,Escaladé,0.7019745627109668,ROUGE — Intervention immédiate,1,1
TKT014163,2024-04-22 09:57:00,CAT007,AGT006,Ghana,Chat,5,En cours,0.7017773040803682,ROUGE — Intervention immédiate,1,0
TKT014817,2024-06-02 15:38:00,CAT001,AGT011,CI,Chat,4,Backlog,0.7006038770302703,ROUGE — Intervention immédiate,1,1
TKT014063,2024-04-16 07:57:00,CAT007,AGT004,Mali,Email,5,Escaladé,0.7005310739814026,ROUGE — Intervention immédiate,1,1
TKT014095,2024-04-18 16:57:00,CAT001,AGT011,CI,Téléphone,4,Backlog,0.7005197609077071,ROUGE — Intervention immédiate,1,1
TKT012686,2024-01-22 10:37:00,CAT007,AGT011,Ghana,Email,5,Résolu,0.7002030015489956,ROUGE — Intervention immédiate,1,1
TKT012876,2024-01-30 10:54:00,CAT007,AGT011,Ghana,Chat,5,Résolu,0.6999963679114515,ORANGE — Surveiller,1,0
TKT014054,2024-04-15 08:18:00,CAT007,AGT011,Senegal,Email,5,Escaladé,0.6998140567470176,ORANGE — Surveiller,1,1
TKT013227,2024-02-21 10:55:00,CAT007,AGT002,Cameroun,Téléphone,5,En cours,0.6994214483619642,ORANGE — Surveiller,1,1
TKT013920,2024-04-07 10:49:00,CAT007,AGT004,Senegal,Email,5,Escaladé,0.6992124979372284,ORANGE — Surveiller,1,1
TKT014272,2024-04-29 22:11:00,CAT007,AGT012,Senegal,Web form,5,Escaladé,0.6990211795606389,ORANGE — Surveiller,1,1
TKT013198,2024-02-19 11:53:00,CAT007,AGT011,France,Email,5,Escaladé,0.6983072290031289,ORANGE — Surveiller,1,1
TKT014449,2024-05-10 22:19:00,CAT007,AGT003,CI,Email,5,Résolu,0.6978053656941047,ORANGE — Surveiller,1,1
TKT014947,2024-06-10 19:13:00,CAT007,AGT009,Senegal,Chat,5,En cours,0.6976778512088058,ORANGE — Surveiller,1,1
TKT014759,2024-05-29 16:58:00,CAT007,AGT004,Ghana,Email,5,Escaladé,0.697527620856996,ORANGE — Surveiller,1,1
TKT014899,2024-06-07 16:33:00,CAT001,AGT011,Senegal,Chat,4,Résolu,0.6971835806655687,ORANGE — Surveiller,1,0
TKT015133,2024-06-21 15:32:00,CAT001,AGT002,Cameroun,Téléphone,4,Résolu,0.6971693638139171,ORANGE — Surveiller,1,1
TKT014654,2024-05-23 07:48:00,CAT007,AGT010,CI,Email,5,Backlog,0.6968702839998813,ORANGE — Surveiller,1,1
TKT014839,2024-06-03 08:02:00,CAT007,AGT011,Senegal,Téléphone,5,Escaladé,0.6968211494184271,ORANGE — Surveiller,1,1
TKT013462,2024-03-07 13:06:00,CAT007,AGT003,Senegal,Téléphone,5,Escaladé,0.6967422133642214,ORANGE — Surveiller,1,1
TKT013820,2024-04-01 07:35:00,CAT001,AGT011,France,Téléphone,4,En cours,0.6963569343478337,ORANGE — Surveiller,1,0
TKT012976,2024-02-05 10:30:00,CAT007,AGT007,CI,Téléphone,5,En cours,0.6960491025917246,ORANGE — Surveiller,1,1
TKT013821,2024-04-01 08:11:00,CAT001,AGT011,CI,Email,4,Résolu,0.6959755222505798,ORANGE — Surveiller,1,0
TKT012630,2024-01-18 21:10:00,CAT007,AGT006,Senegal,App mobile,5,En cours,0.6955825099391023,ORANGE — Surveiller,1,1
TKT015184,2024-06-25 16:21:00,CAT001,AGT011,Maroc,Email,4,Escaladé,0.6955581345827873,ORANGE — Surveiller,1,1
TKT015034,2024-06-16 14:15:00,CAT007,AGT004,Mali,Téléphone,5,En cours,0.695360496250183,ORANGE — Surveiller,1,1
TKT014830,2024-06-03 16:07:00,CAT007,AGT005,Senegal,Téléphone,5,Résolu,0.6952843513884048,ORANGE — Surveiller,1,1
TKT014104,2024-04-18 08:05:00,CAT007,AGT010,Ghana,Téléphone,5,Backlog,0.6948987025106725,ORANGE — Surveiller,1,1
