id_facture,id_client,date_facturation,montant_fcfa,methode_paiement
F000314,CL00019,2024-10-01,4459.0,Wave
F000315,CL00019,2024-11-01,4163.0,Orange Money
F000316,CL00019,2024-12-01,4153.0,Wave
F000317,CL00019,2025-01-01,4396.0,Wave
F000318,CL00019,2025-02-01,4105.0,Wave
F000319,CL00019,2025-03-01,4387.0,Wave
F000320,CL00019,2025-04-01,4104.0,Orange Money
F000321,CL00019,2025-05-01,4380.0,Orange Money
F000322,CL00019,2025-06-01,4532.0,Orange Money
F000323,CL00019,2025-07-01,3885.0,Orange Money
F000324,CL00019,2025-08-01,3840.0,Wave
F000325,CL00019,2025-09-01,4458.0,Wave
F000326,CL00019,2025-10-01,4373.0,Orange Money
F000327,CL00019,2025-11-01,3460.0,Orange Money
F000328,CL00019,2025-12-01,4077.0,Especes
F000329,CL00020,2025-06-01,3460.0,Wave
F000330,CL00020,2025-07-01,2740.0,Wave
F000331,CL00020,2025-08-01,2710.0,Orange Money
F000332,CL00020,2025-09-01,2841.0,Wave
F000333,CL00020,2025-10-01,2899.0,Wave
F000334,CL00020,2025-11-01,2629.0,Orange Money
F000335,CL00020,2025-12-01,2743.0,MTN MoMo
F000336,CL00021,2024-01-01,2611.0,MTN MoMo
F000337,CL00021,2024-02-01,3050.0,Orange Money
F000338,CL00021,2024-03-01,3045.0,Orange Money
F000339,CL00021,2024-04-01,3346.0,Orange Money
F000340,CL00021,2024-05-01,3069.0,Wave
F000341,CL00021,2024-06-01,3142.0,MTN MoMo
F000342,CL00021,2024-07-01,3169.0,Wave
F000343,CL00021,2024-08-01,2776.0,Orange Money
F000344,CL00021,2024-09-01,2750.0,Wave
F000345,CL00021,2024-10-01,2717.0,Wave
F000346,CL00021,2024-11-01,2898.0,Orange Money
F000347,CL00021,2024-12-01,2879.0,Wave
F000348,CL00021,2025-01-01,3017.0,Orange Money
F000349,CL00021,2025-02-01,3189.0,Orange Money
F000350,CL00021,2025-03-01,3142.0,MTN MoMo
F000351,CL00021,2025-04-01,2877.0,Wave
F000352,CL00021,2025-05-01,2836.0,Orange Money
F000353,CL00021,2025-06-01,2863.0,Orange Money
F000354,CL00021,2025-07-01,2892.0,Wave
F000355,CL00021,2025-08-01,2661.0,Wave
F000356,CL00021,2025-09-01,3073.0,MTN MoMo
F000357,CL00021,2025-10-01,3461.0,Orange Money
F000358,CL00021,2025-11-01,3004.0,Wave
F000359,CL00021,2025-12-01,3015.0,Wave
F000360,CL00022,2025-08-01,3108.0,Wave
F000361,CL00022,2025-09-01,2737.0,Especes
F000362,CL00022,2025-10-01,2843.0,MTN MoMo
F000363,CL00022,2025-11-01,2866.0,Orange Money
F000364,CL00022,2025-12-01,2728.0,Wave
F000365,CL00023,2024-01-01,3396.0,Orange Money
F000366,CL00023,2024-02-01,3181.0,Orange Money
F000367,CL00023,2024-03-01,3200.0,Wave
F000368,CL00023,2024-04-01,2919.0,Wave
F000369,CL00023,2024-05-01,3034.0,Wave
F000370,CL00023,2024-06-01,2899.0,MTN MoMo
F000371,CL00023,2024-07-01,2947.0,Orange Money
F000372,CL00023,2024-08-01,3016.0,MTN MoMo
F000373,CL00023,2024-09-01,2961.0,MTN MoMo
F000374,CL00023,2024-10-01,3013.0,Orange Money
F000375,CL00023,2024-11-01,2635.0,Orange Money
F000376,CL00023,2024-12-01,2741.0,MTN MoMo
F000377,CL00023,2025-01-01,2898.0,MTN MoMo
F000378,CL00023,2025-02-01,2937.0,Wave
F000379,CL00023,2025-03-01,2937.0,Orange Money
F000380,CL00023,2025-04-01,3134.0,Wave
F000381,CL00023,2025-05-01,3059.0,Especes
F000382,CL00023,2025-06-01,3095.0,Orange Money
F000383,CL00023,2025-07-01,2863.0,Orange Money
F000384,CL00023,2025-08-01,2774.0,Orange Money
F000385,CL00023,2025-09-01,2956.0,Orange Money
F000386,CL00023,2025-10-01,3163.0,Virement
F000387,CL00023,2025-11-01,3383.0,Wave
F000388,CL00023,2025-12-01,2869.0,Wave
F000389,CL00024,2024-01-01,8456.0,Wave
F000390,CL00024,2024-02-01,6877.0,Orange Money
F000391,CL00024,2024-03-01,6631.0,Wave
F000392,CL00024,2024-04-01,7325.0,Virement
F000393,CL00024,2024-05-01,6937.0,Orange Money
F000394,CL00024,2024-06-01,7085.0,Orange Money
F000395,CL00024,2024-07-01,8059.0,Wave
F000396,CL00024,2024-08-01,7995.0,Wave
F000397,CL00024,2024-09-01,7649.0,Orange Money
F000398,CL00024,2024-10-01,7601.0,Wave
F000399,CL00024,2024-11-01,7076.0,Orange Money
F000400,CL00024,2024-12-01,7397.0,Wave
F000401,CL00024,2025-01-01,7299.0,Orange Money
F000402,CL00024,2025-02-01,6739.0,Wave
F000403,CL00024,2025-03-01,8582.0,Wave
F000404,CL00024,2025-04-01,7314.0,Orange Money
F000405,CL00024,2025-05-01,6895.0,Orange Money
F000406,CL00024,2025-06-01,6687.0,Orange Money
F000407,CL00024,2025-07-01,7776.0,MTN MoMo
F000408,CL00024,2025-08-01,8517.0,Orange Money
F000409,CL00024,2025-09-01,8744.0,Wave
F000410,CL00024,2025-10-01,7434.0,Wave
F000411,CL00024,2025-11-01,7315.0,Orange Money
F000412,CL00024,2025-12-01,7549.0,Orange Money
F000413,CL00025,2024-04-01,7536.0,Wave
F000414,CL00025,2024-05-01,6411.0,Wave
F000415,CL00025,2024-06-01,7244.0,Wave
F000416,CL00025,2024-07-01,7687.0,Especes
F000417,CL00025,2024-08-01,7808.0,MTN MoMo
F000418,CL00025,2024-09-01,7853.0,Orange Money
F000419,CL00025,2024-10-01,7527.0,Orange Money
F000420,CL00025,2024-11-01,6871.0,Wave
F000421,CL00025,2024-12-01,7419.0,Wave
F000422,CL00025,2025-01-01,8252.0,Wave
F000423,CL00025,2025-02-01,7731.0,Orange Money
F000424,CL00025,2025-03-01,7338.0,Orange Money
F000425,CL00025,2025-04-01,8814.0,Orange Money
F000426,CL00025,2025-05-01,7558.0,Orange Money
F000427,CL00025,2025-06-01,7410.0,MTN MoMo
F000428,CL00025,2025-07-01,7908.0,Especes
F000429,CL00025,2025-08-01,6819.0,Wave
F000430,CL00025,2025-09-01,7313.0,Orange Money
F000431,CL00025,2025-10-01,7423.0,Orange Money
F000432,CL00025,2025-11-01,6555.0,Orange Money
F000433,CL00025,2025-12-01,7613.0,Orange Money
F000434,CL00026,2025-03-01,15609.0,Orange Money
F000435,CL00026,2025-04-01,14377.0,Wave
F000436,CL00026,2025-05-01,15879.0,Especes
F000437,CL00026,2025-06-01,16293.0,Orange Money
F000438,CL00026,2025-07-01,16458.0,Wave
F000439,CL00026,2025-08-01,13777.0,Orange Money
F000440,CL00026,2025-09-01,15180.0,Orange Money
F000441,CL00026,2025-10-01,17604.0,Especes
F000442,CL00026,2025-11-01,15741.0,Orange Money
F000443,CL00026,2025-12-01,15176.0,Orange Money
F000444,CL00027,2024-01-01,8098.0,Wave
F000445,CL00027,2024-02-01,7636.0,Wave
F000446,CL00027,2024-03-01,6872.0,Orange Money
F000447,CL00027,2024-04-01,8110.0,Virement
F000448,CL00027,2024-05-01,7569.0,Wave
F000449,CL00027,2024-06-01,8480.0,Wave
F000450,CL00027,2024-07-01,6875.0,Wave
F000451,CL00027,2024-08-01,7580.0,Orange Money
F000452,CL00027,2024-09-01,8425.0,Orange Money
F000453,CL00027,2024-10-01,7650.0,Wave
F000454,CL00027,2024-11-01,5572.0,Especes
F000455,CL00027,2024-12-01,7977.0,Especes
F000456,CL00027,2025-01-01,8171.0,Wave
F000457,CL00027,2025-02-01,7544.0,Wave
F000458,CL00027,2025-03-01,7029.0,Especes
F000459,CL00027,2025-04-01,8058.0,Wave
F000460,CL00027,2025-05-01,7432.0,Wave
F000461,CL00027,2025-06-01,6382.0,Orange Money
F000462,CL00027,2025-07-01,8288.0,Wave
F000463,CL00027,2025-08-01,8570.0,Wave
F000464,CL00027,2025-09-01,7162.0,Wave
F000465,CL00027,2025-10-01,7518.0,Wave
F000466,CL00027,2025-11-01,8633.0,Orange Money
F000467,CL00027,2025-12-01,8439.0,Wave
F000468,CL00028,2025-08-01,7873.0,Wave
F000469,CL00028,2025-09-01,8370.0,Wave
F000470,CL00028,2025-10-01,7393.0,MTN MoMo
F000471,CL00028,2025-11-01,6726.0,Orange Money
F000472,CL00028,2025-12-01,0.0,Virement
F000473,CL00029,2024-01-01,7499.0,Orange Money
F000474,CL00029,2024-02-01,6596.0,Wave
F000475,CL00029,2024-03-01,7183.0,MTN MoMo
F000476,CL00029,2024-04-01,7369.0,Virement
F000477,CL00029,2024-05-01,7437.0,Wave
F000478,CL00029,2024-06-01,7091.0,Wave
F000479,CL00029,2024-07-01,6919.0,Especes
F000480,CL00029,2024-08-01,6533.0,Wave
F000481,CL00029,2024-09-01,6514.0,Wave
F000482,CL00029,2024-10-01,7486.0,MTN MoMo
F000483,CL00029,2024-11-01,7669.0,Virement
F000484,CL00029,2024-12-01,6906.0,Wave
F000485,CL00029,2025-01-01,8353.0,Wave
F000486,CL00029,2025-02-01,7269.0,Orange Money
F000487,CL00029,2025-03-01,7439.0,Wave
F000488,CL00029,2025-04-01,7403.0,Especes
F000489,CL00029,2025-05-01,6438.0,Wave
F000490,CL00029,2025-06-01,8105.0,Wave
F000491,CL00029,2025-07-01,7859.0,Wave
F000492,CL00029,2025-08-01,8377.0,Wave
F000493,CL00029,2025-09-01,8329.0,Wave
F000494,CL00029,2025-10-01,7778.0,Wave
F000495,CL00029,2025-11-01,7903.0,Virement
F000496,CL00029,2025-12-01,6869.0,Wave
F000497,CL00030,2025-04-01,2909.0,Wave
F000498,CL00030,2025-05-01,2960.0,Wave
F000499,CL00030,2025-06-01,2877.0,MTN MoMo
F000500,CL00030,2025-07-01,3325.0,Orange Money
F000501,CL00030,2025-08-01,3043.0,MTN MoMo
F000502,CL00030,2025-09-01,2816.0,Wave
F000503,CL00030,2025-10-01,3307.0,Virement
F000504,CL00030,2025-11-01,3051.0,Orange Money
F000505,CL00030,2025-12-01,3231.0,Orange Money
F000506,CL00031,2024-01-01,2744.0,Orange Money
F000507,CL00031,2024-02-01,3070.0,Especes
F000508,CL00031,2024-03-01,2806.0,Orange Money
F000509,CL00031,2024-04-01,3056.0,Wave
F000510,CL00031,2024-05-01,3144.0,Orange Money
F000511,CL00031,2024-06-01,2723.0,MTN MoMo
F000512,CL00031,2024-07-01,1549.0,Orange Money
F000513,CL00031,2024-08-01,1840.0,Wave
F000514,CL00031,2024-09-01,1647.0,Wave
F000515,CL00032,2024-01-01,3203.0,Especes
F000516,CL00032,2024-02-01,3017.0,Wave
F000517,CL00032,2024-03-01,3106.0,Wave
F000518,CL00032,2024-04-01,2831.0,Orange Money
F000519,CL00032,2024-05-01,3068.0,Wave
F000520,CL00032,2024-06-01,3334.0,Orange Money
F000521,CL00032,2024-07-01,3047.0,Orange Money
F000522,CL00032,2024-08-01,3169.0,Wave
F000523,CL00032,2024-09-01,2857.0,Orange Money
F000524,CL00032,2024-10-01,2818.0,Wave
F000525,CL00032,2024-11-01,3436.0,Orange Money
F000526,CL00032,2024-12-01,3088.0,Wave
F000527,CL00032,2025-01-01,3192.0,Wave
F000528,CL00032,2025-02-01,3279.0,Wave
F000529,CL00032,2025-03-01,2704.0,Wave
F000530,CL00032,2025-04-01,3373.0,Wave
F000531,CL00032,2025-05-01,3051.0,Especes
F000532,CL00032,2025-06-01,3421.0,Orange Money
F000533,CL00032,2025-07-01,2772.0,Orange Money
